ID;DATE;FISCAL YEAR;MONTH;MONTH DESC;MONTHDAY;WEEKDAY;WEEKDAY DESC;DAY DESC;CWEEK;QUARTER;YEAR-QUARTER;HALFYEAR;YEAR-HALFYEAR
2189;2020-12-29;2020;12;December;29;2;Working Day;Tuesday;52;Q4;2020-Q4;H2;2020-H2
2190;2020-12-30;2020;12;December;30;3;Working Day;Wednesday;52;Q4;2020-Q4;H2;2020-H2
2191;2020-12-31;2020;12;December;31;4;Working Day;Thursday;52;Q4;2020-Q4;H2;2020-H2
2192;2021-01-01;2021;1;January;1;5;Working Day;Friday;00;Q1;2021-Q1;H1;2021-H1
2193;2021-01-02;2021;1;January;2;6;Weekend;Saturday;00;Q1;2021-Q1;H1;2021-H1
2194;2021-01-03;2021;1;January;3;7;Weekend;Sunday;00;Q1;2021-Q1;H1;2021-H1
2195;2021-01-04;2021;1;January;4;1;Working Day;Monday;01;Q1;2021-Q1;H1;2021-H1
2196;2021-01-05;2021;1;January;5;2;Working Day;Tuesday;01;Q1;2021-Q1;H1;2021-H1
2197;2021-01-06;2021;1;January;6;3;Working Day;Wednesday;01;Q1;2021-Q1;H1;2021-H1
2198;2021-01-07;2021;1;January;7;4;Working Day;Thursday;01;Q1;2021-Q1;H1;2021-H1
2199;2021-01-08;2021;1;January;8;5;Working Day;Friday;01;Q1;2021-Q1;H1;2021-H1
2200;2021-01-09;2021;1;January;9;6;Weekend;Saturday;01;Q1;2021-Q1;H1;2021-H1
2201;2021-01-10;2021;1;January;10;7;Weekend;Sunday;01;Q1;2021-Q1;H1;2021-H1
2202;2021-01-11;2021;1;January;11;1;Working Day;Monday;02;Q1;2021-Q1;H1;2021-H1
2203;2021-01-12;2021;1;January;12;2;Working Day;Tuesday;02;Q1;2021-Q1;H1;2021-H1
2204;2021-01-13;2021;1;January;13;3;Working Day;Wednesday;02;Q1;2021-Q1;H1;2021-H1
2205;2021-01-14;2021;1;January;14;4;Working Day;Thursday;02;Q1;2021-Q1;H1;2021-H1
2206;2021-01-15;2021;1;January;15;5;Working Day;Friday;02;Q1;2021-Q1;H1;2021-H1
2207;2021-01-16;2021;1;January;16;6;Weekend;Saturday;02;Q1;2021-Q1;H1;2021-H1
2208;2021-01-17;2021;1;January;17;7;Weekend;Sunday;02;Q1;2021-Q1;H1;2021-H1
2209;2021-01-18;2021;1;January;18;1;Working Day;Monday;03;Q1;2021-Q1;H1;2021-H1
2210;2021-01-19;2021;1;January;19;2;Working Day;Tuesday;03;Q1;2021-Q1;H1;2021-H1
2211;2021-01-20;2021;1;January;20;3;Working Day;Wednesday;03;Q1;2021-Q1;H1;2021-H1
2212;2021-01-21;2021;1;January;21;4;Working Day;Thursday;03;Q1;2021-Q1;H1;2021-H1
2213;2021-01-22;2021;1;January;22;5;Working Day;Friday;03;Q1;2021-Q1;H1;2021-H1
2214;2021-01-23;2021;1;January;23;6;Weekend;Saturday;03;Q1;2021-Q1;H1;2021-H1
2215;2021-01-24;2021;1;January;24;7;Weekend;Sunday;03;Q1;2021-Q1;H1;2021-H1
2216;2021-01-25;2021;1;January;25;1;Working Day;Monday;04;Q1;2021-Q1;H1;2021-H1
2217;2021-01-26;2021;1;January;26;2;Working Day;Tuesday;04;Q1;2021-Q1;H1;2021-H1
2218;2021-01-27;2021;1;January;27;3;Working Day;Wednesday;04;Q1;2021-Q1;H1;2021-H1
2219;2021-01-28;2021;1;January;28;4;Working Day;Thursday;04;Q1;2021-Q1;H1;2021-H1
2220;2021-01-29;2021;1;January;29;5;Working Day;Friday;04;Q1;2021-Q1;H1;2021-H1
2221;2021-01-30;2021;1;January;30;6;Weekend;Saturday;04;Q1;2021-Q1;H1;2021-H1
2222;2021-01-31;2021;1;January;31;7;Weekend;Sunday;04;Q1;2021-Q1;H1;2021-H1
2223;2021-02-01;2021;2;February;1;1;Working Day;Monday;05;Q1;2021-Q1;H1;2021-H1
2224;2021-02-02;2021;2;February;2;2;Working Day;Tuesday;05;Q1;2021-Q1;H1;2021-H1
2225;2021-02-03;2021;2;February;3;3;Working Day;Wednesday;05;Q1;2021-Q1;H1;2021-H1
2226;2021-02-04;2021;2;February;4;4;Working Day;Thursday;05;Q1;2021-Q1;H1;2021-H1
2227;2021-02-05;2021;2;February;5;5;Working Day;Friday;05;Q1;2021-Q1;H1;2021-H1
2228;2021-02-06;2021;2;February;6;6;Weekend;Saturday;05;Q1;2021-Q1;H1;2021-H1
2229;2021-02-07;2021;2;February;7;7;Weekend;Sunday;05;Q1;2021-Q1;H1;2021-H1
2230;2021-02-08;2021;2;February;8;1;Working Day;Monday;06;Q1;2021-Q1;H1;2021-H1
2231;2021-02-09;2021;2;February;9;2;Working Day;Tuesday;06;Q1;2021-Q1;H1;2021-H1
2232;2021-02-10;2021;2;February;10;3;Working Day;Wednesday;06;Q1;2021-Q1;H1;2021-H1
2233;2021-02-11;2021;2;February;11;4;Working Day;Thursday;06;Q1;2021-Q1;H1;2021-H1
2234;2021-02-12;2021;2;February;12;5;Working Day;Friday;06;Q1;2021-Q1;H1;2021-H1
2235;2021-02-13;2021;2;February;13;6;Weekend;Saturday;06;Q1;2021-Q1;H1;2021-H1
2236;2021-02-14;2021;2;February;14;7;Weekend;Sunday;06;Q1;2021-Q1;H1;2021-H1
2237;2021-02-15;2021;2;February;15;1;Working Day;Monday;07;Q1;2021-Q1;H1;2021-H1
2238;2021-02-16;2021;2;February;16;2;Working Day;Tuesday;07;Q1;2021-Q1;H1;2021-H1
2239;2021-02-17;2021;2;February;17;3;Working Day;Wednesday;07;Q1;2021-Q1;H1;2021-H1
2240;2021-02-18;2021;2;February;18;4;Working Day;Thursday;07;Q1;2021-Q1;H1;2021-H1
2241;2021-02-19;2021;2;February;19;5;Working Day;Friday;07;Q1;2021-Q1;H1;2021-H1
2242;2021-02-20;2021;2;February;20;6;Weekend;Saturday;07;Q1;2021-Q1;H1;2021-H1
2243;2021-02-21;2021;2;February;21;7;Weekend;Sunday;07;Q1;2021-Q1;H1;2021-H1
2244;2021-02-22;2021;2;February;22;1;Working Day;Monday;08;Q1;2021-Q1;H1;2021-H1
2245;2021-02-23;2021;2;February;23;2;Working Day;Tuesday;08;Q1;2021-Q1;H1;2021-H1
2246;2021-02-24;2021;2;February;24;3;Working Day;Wednesday;08;Q1;2021-Q1;H1;2021-H1
2247;2021-02-25;2021;2;February;25;4;Working Day;Thursday;08;Q1;2021-Q1;H1;2021-H1
2248;2021-02-26;2021;2;February;26;5;Working Day;Friday;08;Q1;2021-Q1;H1;2021-H1
2249;2021-02-27;2021;2;February;27;6;Weekend;Saturday;08;Q1;2021-Q1;H1;2021-H1
2250;2021-02-28;2021;2;February;28;7;Weekend;Sunday;08;Q1;2021-Q1;H1;2021-H1
2251;2021-03-01;2021;3;March;1;1;Working Day;Monday;09;Q1;2021-Q1;H1;2021-H1
2252;2021-03-02;2021;3;March;2;2;Working Day;Tuesday;09;Q1;2021-Q1;H1;2021-H1
2253;2021-03-03;2021;3;March;3;3;Working Day;Wednesday;09;Q1;2021-Q1;H1;2021-H1
2254;2021-03-04;2021;3;March;4;4;Working Day;Thursday;09;Q1;2021-Q1;H1;2021-H1
2255;2021-03-05;2021;3;March;5;5;Working Day;Friday;09;Q1;2021-Q1;H1;2021-H1
2256;2021-03-06;2021;3;March;6;6;Weekend;Saturday;09;Q1;2021-Q1;H1;2021-H1
2257;2021-03-07;2021;3;March;7;7;Weekend;Sunday;09;Q1;2021-Q1;H1;2021-H1
2258;2021-03-08;2021;3;March;8;1;Working Day;Monday;10;Q1;2021-Q1;H1;2021-H1
2259;2021-03-09;2021;3;March;9;2;Working Day;Tuesday;10;Q1;2021-Q1;H1;2021-H1
2260;2021-03-10;2021;3;March;10;3;Working Day;Wednesday;10;Q1;2021-Q1;H1;2021-H1
2261;2021-03-11;2021;3;March;11;4;Working Day;Thursday;10;Q1;2021-Q1;H1;2021-H1
2262;2021-03-12;2021;3;March;12;5;Working Day;Friday;10;Q1;2021-Q1;H1;2021-H1
2263;2021-03-13;2021;3;March;13;6;Weekend;Saturday;10;Q1;2021-Q1;H1;2021-H1
2264;2021-03-14;2021;3;March;14;7;Weekend;Sunday;10;Q1;2021-Q1;H1;2021-H1
2265;2021-03-15;2021;3;March;15;1;Working Day;Monday;11;Q1;2021-Q1;H1;2021-H1
2266;2021-03-16;2021;3;March;16;2;Working Day;Tuesday;11;Q1;2021-Q1;H1;2021-H1
2267;2021-03-17;2021;3;March;17;3;Working Day;Wednesday;11;Q1;2021-Q1;H1;2021-H1
2268;2021-03-18;2021;3;March;18;4;Working Day;Thursday;11;Q1;2021-Q1;H1;2021-H1
2269;2021-03-19;2021;3;March;19;5;Working Day;Friday;11;Q1;2021-Q1;H1;2021-H1
2270;2021-03-20;2021;3;March;20;6;Weekend;Saturday;11;Q1;2021-Q1;H1;2021-H1
2271;2021-03-21;2021;3;March;21;7;Weekend;Sunday;11;Q1;2021-Q1;H1;2021-H1
2272;2021-03-22;2021;3;March;22;1;Working Day;Monday;12;Q1;2021-Q1;H1;2021-H1
2273;2021-03-23;2021;3;March;23;2;Working Day;Tuesday;12;Q1;2021-Q1;H1;2021-H1
2274;2021-03-24;2021;3;March;24;3;Working Day;Wednesday;12;Q1;2021-Q1;H1;2021-H1
2275;2021-03-25;2021;3;March;25;4;Working Day;Thursday;12;Q1;2021-Q1;H1;2021-H1
2276;2021-03-26;2021;3;March;26;5;Working Day;Friday;12;Q1;2021-Q1;H1;2021-H1
2277;2021-03-27;2021;3;March;27;6;Weekend;Saturday;12;Q1;2021-Q1;H1;2021-H1
2278;2021-03-28;2021;3;March;28;7;Weekend;Sunday;12;Q1;2021-Q1;H1;2021-H1
2279;2021-03-29;2021;3;March;29;1;Working Day;Monday;13;Q1;2021-Q1;H1;2021-H1
2280;2021-03-30;2021;3;March;30;2;Working Day;Tuesday;13;Q1;2021-Q1;H1;2021-H1
2281;2021-03-31;2021;3;March;31;3;Working Day;Wednesday;13;Q1;2021-Q1;H1;2021-H1
2282;2021-04-01;2021;4;April;1;4;Working Day;Thursday;13;Q2;2021-Q2;H1;2021-H1
2283;2021-04-02;2021;4;April;2;5;Working Day;Friday;13;Q2;2021-Q2;H1;2021-H1
2284;2021-04-03;2021;4;April;3;6;Weekend;Saturday;13;Q2;2021-Q2;H1;2021-H1
2285;2021-04-04;2021;4;April;4;7;Weekend;Sunday;13;Q2;2021-Q2;H1;2021-H1
2286;2021-04-05;2021;4;April;5;1;Working Day;Monday;14;Q2;2021-Q2;H1;2021-H1
2287;2021-04-06;2021;4;April;6;2;Working Day;Tuesday;14;Q2;2021-Q2;H1;2021-H1
2288;2021-04-07;2021;4;April;7;3;Working Day;Wednesday;14;Q2;2021-Q2;H1;2021-H1
2289;2021-04-08;2021;4;April;8;4;Working Day;Thursday;14;Q2;2021-Q2;H1;2021-H1
2290;2021-04-09;2021;4;April;9;5;Working Day;Friday;14;Q2;2021-Q2;H1;2021-H1
2291;2021-04-10;2021;4;April;10;6;Weekend;Saturday;14;Q2;2021-Q2;H1;2021-H1
2292;2021-04-11;2021;4;April;11;7;Weekend;Sunday;14;Q2;2021-Q2;H1;2021-H1
2293;2021-04-12;2021;4;April;12;1;Working Day;Monday;15;Q2;2021-Q2;H1;2021-H1
2294;2021-04-13;2021;4;April;13;2;Working Day;Tuesday;15;Q2;2021-Q2;H1;2021-H1
2295;2021-04-14;2021;4;April;14;3;Working Day;Wednesday;15;Q2;2021-Q2;H1;2021-H1
2296;2021-04-15;2021;4;April;15;4;Working Day;Thursday;15;Q2;2021-Q2;H1;2021-H1
2297;2021-04-16;2021;4;April;16;5;Working Day;Friday;15;Q2;2021-Q2;H1;2021-H1
2298;2021-04-17;2021;4;April;17;6;Weekend;Saturday;15;Q2;2021-Q2;H1;2021-H1
2299;2021-04-18;2021;4;April;18;7;Weekend;Sunday;15;Q2;2021-Q2;H1;2021-H1
2300;2021-04-19;2021;4;April;19;1;Working Day;Monday;16;Q2;2021-Q2;H1;2021-H1
2301;2021-04-20;2021;4;April;20;2;Working Day;Tuesday;16;Q2;2021-Q2;H1;2021-H1
2302;2021-04-21;2021;4;April;21;3;Working Day;Wednesday;16;Q2;2021-Q2;H1;2021-H1
2303;2021-04-22;2021;4;April;22;4;Working Day;Thursday;16;Q2;2021-Q2;H1;2021-H1
2304;2021-04-23;2021;4;April;23;5;Working Day;Friday;16;Q2;2021-Q2;H1;2021-H1
2305;2021-04-24;2021;4;April;24;6;Weekend;Saturday;16;Q2;2021-Q2;H1;2021-H1
2306;2021-04-25;2021;4;April;25;7;Weekend;Sunday;16;Q2;2021-Q2;H1;2021-H1
2307;2021-04-26;2021;4;April;26;1;Working Day;Monday;17;Q2;2021-Q2;H1;2021-H1
2308;2021-04-27;2021;4;April;27;2;Working Day;Tuesday;17;Q2;2021-Q2;H1;2021-H1
2309;2021-04-28;2021;4;April;28;3;Working Day;Wednesday;17;Q2;2021-Q2;H1;2021-H1
2310;2021-04-29;2021;4;April;29;4;Working Day;Thursday;17;Q2;2021-Q2;H1;2021-H1
2311;2021-04-30;2021;4;April;30;5;Working Day;Friday;17;Q2;2021-Q2;H1;2021-H1
2312;2021-05-01;2021;5;May;1;6;Weekend;Saturday;17;Q2;2021-Q2;H1;2021-H1
2313;2021-05-02;2021;5;May;2;7;Weekend;Sunday;17;Q2;2021-Q2;H1;2021-H1
2314;2021-05-03;2021;5;May;3;1;Working Day;Monday;18;Q2;2021-Q2;H1;2021-H1
2315;2021-05-04;2021;5;May;4;2;Working Day;Tuesday;18;Q2;2021-Q2;H1;2021-H1
2316;2021-05-05;2021;5;May;5;3;Working Day;Wednesday;18;Q2;2021-Q2;H1;2021-H1
2317;2021-05-06;2021;5;May;6;4;Working Day;Thursday;18;Q2;2021-Q2;H1;2021-H1
2318;2021-05-07;2021;5;May;7;5;Working Day;Friday;18;Q2;2021-Q2;H1;2021-H1
2319;2021-05-08;2021;5;May;8;6;Weekend;Saturday;18;Q2;2021-Q2;H1;2021-H1
2320;2021-05-09;2021;5;May;9;7;Weekend;Sunday;18;Q2;2021-Q2;H1;2021-H1
2321;2021-05-10;2021;5;May;10;1;Working Day;Monday;19;Q2;2021-Q2;H1;2021-H1
2322;2021-05-11;2021;5;May;11;2;Working Day;Tuesday;19;Q2;2021-Q2;H1;2021-H1
2323;2021-05-12;2021;5;May;12;3;Working Day;Wednesday;19;Q2;2021-Q2;H1;2021-H1
2324;2021-05-13;2021;5;May;13;4;Working Day;Thursday;19;Q2;2021-Q2;H1;2021-H1
2325;2021-05-14;2021;5;May;14;5;Working Day;Friday;19;Q2;2021-Q2;H1;2021-H1
2326;2021-05-15;2021;5;May;15;6;Weekend;Saturday;19;Q2;2021-Q2;H1;2021-H1
2327;2021-05-16;2021;5;May;16;7;Weekend;Sunday;19;Q2;2021-Q2;H1;2021-H1
2328;2021-05-17;2021;5;May;17;1;Working Day;Monday;20;Q2;2021-Q2;H1;2021-H1
2329;2021-05-18;2021;5;May;18;2;Working Day;Tuesday;20;Q2;2021-Q2;H1;2021-H1
2330;2021-05-19;2021;5;May;19;3;Working Day;Wednesday;20;Q2;2021-Q2;H1;2021-H1
2331;2021-05-20;2021;5;May;20;4;Working Day;Thursday;20;Q2;2021-Q2;H1;2021-H1
2332;2021-05-21;2021;5;May;21;5;Working Day;Friday;20;Q2;2021-Q2;H1;2021-H1
2333;2021-05-22;2021;5;May;22;6;Weekend;Saturday;20;Q2;2021-Q2;H1;2021-H1
2334;2021-05-23;2021;5;May;23;7;Weekend;Sunday;20;Q2;2021-Q2;H1;2021-H1
2335;2021-05-24;2021;5;May;24;1;Working Day;Monday;21;Q2;2021-Q2;H1;2021-H1
2336;2021-05-25;2021;5;May;25;2;Working Day;Tuesday;21;Q2;2021-Q2;H1;2021-H1
2337;2021-05-26;2021;5;May;26;3;Working Day;Wednesday;21;Q2;2021-Q2;H1;2021-H1
2338;2021-05-27;2021;5;May;27;4;Working Day;Thursday;21;Q2;2021-Q2;H1;2021-H1
2339;2021-05-28;2021;5;May;28;5;Working Day;Friday;21;Q2;2021-Q2;H1;2021-H1
2340;2021-05-29;2021;5;May;29;6;Weekend;Saturday;21;Q2;2021-Q2;H1;2021-H1
2341;2021-05-30;2021;5;May;30;7;Weekend;Sunday;21;Q2;2021-Q2;H1;2021-H1
2342;2021-05-31;2021;5;May;31;1;Working Day;Monday;22;Q2;2021-Q2;H1;2021-H1
2343;2021-06-01;2021;6;June;1;2;Working Day;Tuesday;22;Q2;2021-Q2;H1;2021-H1
2344;2021-06-02;2021;6;June;2;3;Working Day;Wednesday;22;Q2;2021-Q2;H1;2021-H1
2345;2021-06-03;2021;6;June;3;4;Working Day;Thursday;22;Q2;2021-Q2;H1;2021-H1
2346;2021-06-04;2021;6;June;4;5;Working Day;Friday;22;Q2;2021-Q2;H1;2021-H1
2347;2021-06-05;2021;6;June;5;6;Weekend;Saturday;22;Q2;2021-Q2;H1;2021-H1
2348;2021-06-06;2021;6;June;6;7;Weekend;Sunday;22;Q2;2021-Q2;H1;2021-H1
2349;2021-06-07;2021;6;June;7;1;Working Day;Monday;23;Q2;2021-Q2;H1;2021-H1
2350;2021-06-08;2021;6;June;8;2;Working Day;Tuesday;23;Q2;2021-Q2;H1;2021-H1
2351;2021-06-09;2021;6;June;9;3;Working Day;Wednesday;23;Q2;2021-Q2;H1;2021-H1
2352;2021-06-10;2021;6;June;10;4;Working Day;Thursday;23;Q2;2021-Q2;H1;2021-H1
2353;2021-06-11;2021;6;June;11;5;Working Day;Friday;23;Q2;2021-Q2;H1;2021-H1
2354;2021-06-12;2021;6;June;12;6;Weekend;Saturday;23;Q2;2021-Q2;H1;2021-H1
2355;2021-06-13;2021;6;June;13;7;Weekend;Sunday;23;Q2;2021-Q2;H1;2021-H1
2356;2021-06-14;2021;6;June;14;1;Working Day;Monday;24;Q2;2021-Q2;H1;2021-H1
2357;2021-06-15;2021;6;June;15;2;Working Day;Tuesday;24;Q2;2021-Q2;H1;2021-H1
2358;2021-06-16;2021;6;June;16;3;Working Day;Wednesday;24;Q2;2021-Q2;H1;2021-H1
2359;2021-06-17;2021;6;June;17;4;Working Day;Thursday;24;Q2;2021-Q2;H1;2021-H1
2360;2021-06-18;2021;6;June;18;5;Working Day;Friday;24;Q2;2021-Q2;H1;2021-H1
2361;2021-06-19;2021;6;June;19;6;Weekend;Saturday;24;Q2;2021-Q2;H1;2021-H1
2362;2021-06-20;2021;6;June;20;7;Weekend;Sunday;24;Q2;2021-Q2;H1;2021-H1
2363;2021-06-21;2021;6;June;21;1;Working Day;Monday;25;Q2;2021-Q2;H1;2021-H1
2364;2021-06-22;2021;6;June;22;2;Working Day;Tuesday;25;Q2;2021-Q2;H1;2021-H1
2365;2021-06-23;2021;6;June;23;3;Working Day;Wednesday;25;Q2;2021-Q2;H1;2021-H1
2366;2021-06-24;2021;6;June;24;4;Working Day;Thursday;25;Q2;2021-Q2;H1;2021-H1
2367;2021-06-25;2021;6;June;25;5;Working Day;Friday;25;Q2;2021-Q2;H1;2021-H1
2368;2021-06-26;2021;6;June;26;6;Weekend;Saturday;25;Q2;2021-Q2;H1;2021-H1
2369;2021-06-27;2021;6;June;27;7;Weekend;Sunday;25;Q2;2021-Q2;H1;2021-H1
2370;2021-06-28;2021;6;June;28;1;Working Day;Monday;26;Q2;2021-Q2;H1;2021-H1
2371;2021-06-29;2021;6;June;29;2;Working Day;Tuesday;26;Q2;2021-Q2;H1;2021-H1
2372;2021-06-30;2021;6;June;30;3;Working Day;Wednesday;26;Q2;2021-Q2;H1;2021-H1
2373;2021-07-01;2021;7;July;1;4;Working Day;Thursday;26;Q3;2021-Q3;H2;2021-H2
2374;2021-07-02;2021;7;July;2;5;Working Day;Friday;26;Q3;2021-Q3;H2;2021-H2
2375;2021-07-03;2021;7;July;3;6;Weekend;Saturday;26;Q3;2021-Q3;H2;2021-H2
2376;2021-07-04;2021;7;July;4;7;Weekend;Sunday;26;Q3;2021-Q3;H2;2021-H2
2377;2021-07-05;2021;7;July;5;1;Working Day;Monday;27;Q3;2021-Q3;H2;2021-H2
2378;2021-07-06;2021;7;July;6;2;Working Day;Tuesday;27;Q3;2021-Q3;H2;2021-H2
2379;2021-07-07;2021;7;July;7;3;Working Day;Wednesday;27;Q3;2021-Q3;H2;2021-H2
2380;2021-07-08;2021;7;July;8;4;Working Day;Thursday;27;Q3;2021-Q3;H2;2021-H2
2381;2021-07-09;2021;7;July;9;5;Working Day;Friday;27;Q3;2021-Q3;H2;2021-H2
2382;2021-07-10;2021;7;July;10;6;Weekend;Saturday;27;Q3;2021-Q3;H2;2021-H2
2383;2021-07-11;2021;7;July;11;7;Weekend;Sunday;27;Q3;2021-Q3;H2;2021-H2
2384;2021-07-12;2021;7;July;12;1;Working Day;Monday;28;Q3;2021-Q3;H2;2021-H2
2385;2021-07-13;2021;7;July;13;2;Working Day;Tuesday;28;Q3;2021-Q3;H2;2021-H2
2386;2021-07-14;2021;7;July;14;3;Working Day;Wednesday;28;Q3;2021-Q3;H2;2021-H2
2387;2021-07-15;2021;7;July;15;4;Working Day;Thursday;28;Q3;2021-Q3;H2;2021-H2
2388;2021-07-16;2021;7;July;16;5;Working Day;Friday;28;Q3;2021-Q3;H2;2021-H2
2389;2021-07-17;2021;7;July;17;6;Weekend;Saturday;28;Q3;2021-Q3;H2;2021-H2
2390;2021-07-18;2021;7;July;18;7;Weekend;Sunday;28;Q3;2021-Q3;H2;2021-H2
2391;2021-07-19;2021;7;July;19;1;Working Day;Monday;29;Q3;2021-Q3;H2;2021-H2
2392;2021-07-20;2021;7;July;20;2;Working Day;Tuesday;29;Q3;2021-Q3;H2;2021-H2
2393;2021-07-21;2021;7;July;21;3;Working Day;Wednesday;29;Q3;2021-Q3;H2;2021-H2
2394;2021-07-22;2021;7;July;22;4;Working Day;Thursday;29;Q3;2021-Q3;H2;2021-H2
2395;2021-07-23;2021;7;July;23;5;Working Day;Friday;29;Q3;2021-Q3;H2;2021-H2
2396;2021-07-24;2021;7;July;24;6;Weekend;Saturday;29;Q3;2021-Q3;H2;2021-H2
2397;2021-07-25;2021;7;July;25;7;Weekend;Sunday;29;Q3;2021-Q3;H2;2021-H2
2398;2021-07-26;2021;7;July;26;1;Working Day;Monday;30;Q3;2021-Q3;H2;2021-H2
2399;2021-07-27;2021;7;July;27;2;Working Day;Tuesday;30;Q3;2021-Q3;H2;2021-H2
2400;2021-07-28;2021;7;July;28;3;Working Day;Wednesday;30;Q3;2021-Q3;H2;2021-H2
2401;2021-07-29;2021;7;July;29;4;Working Day;Thursday;30;Q3;2021-Q3;H2;2021-H2
2402;2021-07-30;2021;7;July;30;5;Working Day;Friday;30;Q3;2021-Q3;H2;2021-H2
2403;2021-07-31;2021;7;July;31;6;Weekend;Saturday;30;Q3;2021-Q3;H2;2021-H2
2404;2021-08-01;2021;8;August;1;7;Weekend;Sunday;30;Q3;2021-Q3;H2;2021-H2
2405;2021-08-02;2021;8;August;2;1;Working Day;Monday;31;Q3;2021-Q3;H2;2021-H2
2406;2021-08-03;2021;8;August;3;2;Working Day;Tuesday;31;Q3;2021-Q3;H2;2021-H2
2407;2021-08-04;2021;8;August;4;3;Working Day;Wednesday;31;Q3;2021-Q3;H2;2021-H2
2408;2021-08-05;2021;8;August;5;4;Working Day;Thursday;31;Q3;2021-Q3;H2;2021-H2
2409;2021-08-06;2021;8;August;6;5;Working Day;Friday;31;Q3;2021-Q3;H2;2021-H2
2410;2021-08-07;2021;8;August;7;6;Weekend;Saturday;31;Q3;2021-Q3;H2;2021-H2
2411;2021-08-08;2021;8;August;8;7;Weekend;Sunday;31;Q3;2021-Q3;H2;2021-H2
2412;2021-08-09;2021;8;August;9;1;Working Day;Monday;32;Q3;2021-Q3;H2;2021-H2
2413;2021-08-10;2021;8;August;10;2;Working Day;Tuesday;32;Q3;2021-Q3;H2;2021-H2
2414;2021-08-11;2021;8;August;11;3;Working Day;Wednesday;32;Q3;2021-Q3;H2;2021-H2
2415;2021-08-12;2021;8;August;12;4;Working Day;Thursday;32;Q3;2021-Q3;H2;2021-H2
2416;2021-08-13;2021;8;August;13;5;Working Day;Friday;32;Q3;2021-Q3;H2;2021-H2
2417;2021-08-14;2021;8;August;14;6;Weekend;Saturday;32;Q3;2021-Q3;H2;2021-H2
2418;2021-08-15;2021;8;August;15;7;Weekend;Sunday;32;Q3;2021-Q3;H2;2021-H2
2419;2021-08-16;2021;8;August;16;1;Working Day;Monday;33;Q3;2021-Q3;H2;2021-H2
2420;2021-08-17;2021;8;August;17;2;Working Day;Tuesday;33;Q3;2021-Q3;H2;2021-H2
2421;2021-08-18;2021;8;August;18;3;Working Day;Wednesday;33;Q3;2021-Q3;H2;2021-H2
2422;2021-08-19;2021;8;August;19;4;Working Day;Thursday;33;Q3;2021-Q3;H2;2021-H2
2423;2021-08-20;2021;8;August;20;5;Working Day;Friday;33;Q3;2021-Q3;H2;2021-H2
2424;2021-08-21;2021;8;August;21;6;Weekend;Saturday;33;Q3;2021-Q3;H2;2021-H2
2425;2021-08-22;2021;8;August;22;7;Weekend;Sunday;33;Q3;2021-Q3;H2;2021-H2
2426;2021-08-23;2021;8;August;23;1;Working Day;Monday;34;Q3;2021-Q3;H2;2021-H2
2427;2021-08-24;2021;8;August;24;2;Working Day;Tuesday;34;Q3;2021-Q3;H2;2021-H2
2428;2021-08-25;2021;8;August;25;3;Working Day;Wednesday;34;Q3;2021-Q3;H2;2021-H2
2429;2021-08-26;2021;8;August;26;4;Working Day;Thursday;34;Q3;2021-Q3;H2;2021-H2
2430;2021-08-27;2021;8;August;27;5;Working Day;Friday;34;Q3;2021-Q3;H2;2021-H2
2431;2021-08-28;2021;8;August;28;6;Weekend;Saturday;34;Q3;2021-Q3;H2;2021-H2
2432;2021-08-29;2021;8;August;29;7;Weekend;Sunday;34;Q3;2021-Q3;H2;2021-H2
2433;2021-08-30;2021;8;August;30;1;Working Day;Monday;35;Q3;2021-Q3;H2;2021-H2
2434;2021-08-31;2021;8;August;31;2;Working Day;Tuesday;35;Q3;2021-Q3;H2;2021-H2
2435;2021-09-01;2021;9;September;1;3;Working Day;Wednesday;35;Q3;2021-Q3;H2;2021-H2
2436;2021-09-02;2021;9;September;2;4;Working Day;Thursday;35;Q3;2021-Q3;H2;2021-H2
2437;2021-09-03;2021;9;September;3;5;Working Day;Friday;35;Q3;2021-Q3;H2;2021-H2
2438;2021-09-04;2021;9;September;4;6;Weekend;Saturday;35;Q3;2021-Q3;H2;2021-H2
2439;2021-09-05;2021;9;September;5;7;Weekend;Sunday;35;Q3;2021-Q3;H2;2021-H2
2440;2021-09-06;2021;9;September;6;1;Working Day;Monday;36;Q3;2021-Q3;H2;2021-H2
2441;2021-09-07;2021;9;September;7;2;Working Day;Tuesday;36;Q3;2021-Q3;H2;2021-H2
2442;2021-09-08;2021;9;September;8;3;Working Day;Wednesday;36;Q3;2021-Q3;H2;2021-H2
2443;2021-09-09;2021;9;September;9;4;Working Day;Thursday;36;Q3;2021-Q3;H2;2021-H2
2444;2021-09-10;2021;9;September;10;5;Working Day;Friday;36;Q3;2021-Q3;H2;2021-H2
2445;2021-09-11;2021;9;September;11;6;Weekend;Saturday;36;Q3;2021-Q3;H2;2021-H2
2446;2021-09-12;2021;9;September;12;7;Weekend;Sunday;36;Q3;2021-Q3;H2;2021-H2
2447;2021-09-13;2021;9;September;13;1;Working Day;Monday;37;Q3;2021-Q3;H2;2021-H2
2448;2021-09-14;2021;9;September;14;2;Working Day;Tuesday;37;Q3;2021-Q3;H2;2021-H2
2449;2021-09-15;2021;9;September;15;3;Working Day;Wednesday;37;Q3;2021-Q3;H2;2021-H2
2450;2021-09-16;2021;9;September;16;4;Working Day;Thursday;37;Q3;2021-Q3;H2;2021-H2
